Freq.,Free Freq.,Size,Surface Form,Establishment turn,Spanning,Priming,First Speaker,Turns,Span Lists,Dialogue id,Speakers,Experiment
4,2,1,it,55,7,3,B,"50,54,55,57","[[50, 54, 55], [54, 55, 57]]",3067,"B,M",Finetune DialoGPT - Normal
2,0,1,that's,29,5,3,B,"24,29","[[24, 29]]",3067,"B,M",Finetune DialoGPT - Normal
3,1,1,it's,57,3,6,B,"56,57,59","[[56, 57, 59]]",3067,"B,M",Finetune DialoGPT - Normal
2,0,1,right,55,3,2,B,"52,55","[[52, 55]]",3067,"B,M",Finetune DialoGPT - Normal
2,0,1,think,59,3,6,B,"56,59","[[56, 59]]",3067,"B,M",Finetune DialoGPT - Normal
2,0,1,just,59,5,5,B,"54,59","[[54, 59]]",3067,"B,M",Finetune DialoGPT - Normal
2,0,1,really,57,3,1,B,"54,57","[[54, 57]]",3067,"B,M",Finetune DialoGPT - Normal
8,2,2,uh-huh .,23,75,2,B,"18,23,48,50,53,55,88,93","[[18, 23], [48, 50, 53], [50, 53, 55], [88, 93]]",3070,"B,M",Finetune DialoGPT - Normal
2,0,1,the,99,1,9,B,"98,99","[[98, 99]]",3070,"B,M",Finetune DialoGPT - Normal
2,0,1,family,39,3,5,B,"36,39","[[36, 39]]",3070,"B,M",Finetune DialoGPT - Normal
4,0,1,great,35,3,1,B,"34,35,36,37","[[34, 35, 36, 37], [36, 37]]",3070,"B,M",Finetune DialoGPT - Normal
2,0,1,they,87,3,3,B,"84,87","[[84, 87]]",3070,"B,M",Finetune DialoGPT - Normal
2,0,1,big,37,1,1,B,"36,37","[[36, 37]]",3070,"B,M",Finetune DialoGPT - Normal
2,0,4,", you know ,",35,5,1,B,"30,35","[[30, 35]]",3072,"B,M",Finetune DialoGPT - Normal
2,0,3,", uh ,",93,3,2,B,"90,93","[[90, 93]]",3072,"B,M",Finetune DialoGPT - Normal
5,1,2,", uh",19,75,2,B,"18,19,21,90,93","[[18, 19, 21], [90, 93]]",3072,"B,M",Finetune DialoGPT - Normal
4,0,2,"uh ,",85,11,3,B,"82,85,90,93","[[82, 85], [90, 93]]",3072,"B,M",Finetune DialoGPT - Normal
2,0,2,", i",63,1,1,B,"62,63","[[62, 63]]",3072,"B,M",Finetune DialoGPT - Normal
3,1,2,", and",33,5,1,B,"28,30,33","[[28, 30, 33]]",3072,"B,M",Finetune DialoGPT - Normal
3,1,2,", you",33,5,1,B,"30,33,35","[[30, 33, 35]]",3072,"B,M",Finetune DialoGPT - Normal
2,0,2,"know ,",35,5,1,B,"30,35","[[30, 35]]",3072,"B,M",Finetune DialoGPT - Normal
2,0,2,"that ,",65,3,2,B,"62,65","[[62, 65]]",3072,"B,M",Finetune DialoGPT - Normal
2,0,2,you .,105,3,1,B,"102,105","[[102, 105]]",3072,"B,M",Finetune DialoGPT - Normal
8,4,1,and,19,17,4,B,"18,19,21,28,30,32,33,35","[[18, 19, 21], [28, 30, 32, 33], [30, 32, 33, 35], [32, 33, 35]]",3072,"B,M",Finetune DialoGPT - Normal
14,4,1,a,11,61,1,B,"10,11,30,32,33,35,37,54,58,59,62,65,68,71","[[10, 11], [30, 32, 33, 35], [32, 33, 35, 37], [54, 58, 59], [58, 59], [62, 65], [68, 71]]",3072,"B,M",Finetune DialoGPT - Normal
6,0,1,i,33,35,1,B,"28,33,46,47,62,63","[[28, 33], [46, 47], [62, 63]]",3072,"B,M",Finetune DialoGPT - Normal
4,0,1,to,15,49,2,B,"10,15,54,59","[[10, 15], [54, 59]]",3072,"B,M",Finetune DialoGPT - Normal
6,2,1,you,33,51,1,B,"30,33,35,76,80,81","[[30, 33, 35], [76, 80, 81], [80, 81]]",3072,"B,M",Finetune DialoGPT - Normal
8,0,1,that,7,63,1,B,"6,7,42,47,62,65,68,69","[[6, 7], [42, 47], [62, 65], [68, 69]]",3072,"B,M",Finetune DialoGPT - Normal
4,0,1,it,21,31,2,B,"16,21,46,47","[[16, 21], [46, 47]]",3072,"B,M",Finetune DialoGPT - Normal
2,0,1,have,35,5,3,B,"30,35","[[30, 35]]",3072,"B,M",Finetune DialoGPT - Normal
2,0,1,the,63,5,3,B,"58,63","[[58, 63]]",3072,"B,M",Finetune DialoGPT - Normal
2,0,1,with,81,1,1,B,"80,81","[[80, 81]]",3072,"B,M",Finetune DialoGPT - Normal
2,0,1,sure,69,1,2,B,"68,69","[[68, 69]]",3072,"B,M",Finetune DialoGPT - Normal
2,0,3,it would be,55,3,4,B,"52,55","[[52, 55]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,3,"uh , the",63,1,1,B,"62,63","[[62, 63]]",3092,"B,M",Finetune DialoGPT - Normal
9,1,2,", i",33,57,1,B,"30,33,58,59,74,75,82,83,87","[[30, 33], [58, 59], [74, 75], [82, 83, 87]]",3092,"B,M",Finetune DialoGPT - Normal
3,1,2,"uh ,",63,3,2,B,"60,62,63","[[60, 62, 63], [62, 63]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,i think,57,5,3,B,"52,57","[[52, 57]]",3092,"B,M",Finetune DialoGPT - Normal
6,2,2,it would,53,61,5,B,"50,52,53,55,110,111","[[50, 52, 53, 55], [52, 53, 55], [110, 111]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,"that ,",65,3,1,B,"62,65","[[62, 65]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,going to,107,3,4,B,"104,107","[[104, 107]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,it .,107,3,3,B,"104,107","[[104, 107]]",3092,"B,M",Finetune DialoGPT - Normal
3,1,2,day care,35,5,2,B,"30,34,35","[[30, 34, 35], [34, 35]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,"not ,",63,5,1,B,"58,63","[[58, 63]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,", the",63,1,1,B,"62,63","[[62, 63]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,. and,35,5,1,B,"30,35","[[30, 35]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,are not,63,1,1,B,"62,63","[[62, 63]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,for them,35,1,1,B,"34,35","[[34, 35]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,glasses .,63,1,1,B,"62,63","[[62, 63]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,is good,63,5,1,B,"58,63","[[58, 63]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,2,think we,61,3,1,B,"58,61","[[58, 61]]",3092,"B,M",Finetune DialoGPT - Normal
19,5,1,i,15,77,2,B,"10,15,30,33,35,52,56,57,58,59,61,62,65,74,75,82,83,85,87","[[10, 15], [30, 33, 35], [52, 56, 57], [56, 57, 58, 59, 61], [58, 59, 61], [62, 65], [74, 75], [82, 83, 85, 87]]",3092,"B,M",Finetune DialoGPT - Normal
10,4,1,that,33,63,2,B,"30,33,35,58,62,63,65,67,90,93","[[30, 33, 35], [58, 62, 63], [62, 63, 65, 67], [90, 93]]",3092,"B,M",Finetune DialoGPT - Normal
3,1,1,the,63,3,9,B,"62,63,65","[[62, 63, 65]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,a,103,3,6,B,"100,103","[[100, 103]]",3092,"B,M",Finetune DialoGPT - Normal
3,1,1,not,63,5,6,B,"58,62,63","[[58, 62, 63], [62, 63]]",3092,"B,M",Finetune DialoGPT - Normal
3,1,1,for,35,5,4,B,"30,34,35","[[30, 34, 35], [34, 35]]",3092,"B,M",Finetune DialoGPT - Normal
4,0,1,are,15,53,1,B,"10,15,62,63","[[10, 15], [62, 63]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,is,63,5,2,B,"58,63","[[58, 63]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,do,93,3,3,B,"90,93","[[90, 93]]",3092,"B,M",Finetune DialoGPT - Normal
3,1,1,care,35,5,2,B,"30,34,35","[[30, 34, 35], [34, 35]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,they,93,3,2,B,"90,93","[[90, 93]]",3092,"B,M",Finetune DialoGPT - Normal
4,0,1,it's,33,35,1,B,"30,33,62,65","[[30, 33], [62, 65]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,my,103,5,2,B,"98,103","[[98, 103]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,now,67,1,2,B,"66,67","[[66, 67]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,child,103,5,3,B,"98,103","[[98, 103]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,dental,85,3,1,B,"82,85","[[82, 85]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,expensive,63,1,1,B,"62,63","[[62, 63]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,them,35,1,1,B,"34,35","[[34, 35]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,benefits,15,5,1,B,"10,15","[[10, 15]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,cheaper,55,5,1,B,"50,55","[[50, 55]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,glasses,63,1,1,B,"62,63","[[62, 63]]",3092,"B,M",Finetune DialoGPT - Normal
2,0,1,was,83,1,1,B,"82,83","[[82, 83]]",3092,"B,M",Finetune DialoGPT - Normal
5,1,2,"uh ,",37,25,4,B,"32,36,37,52,57","[[32, 36, 37], [36, 37], [52, 57]]",3131,"B,M",Finetune DialoGPT - Normal
3,1,2,", uh",7,5,2,B,"2,4,7","[[2, 4, 7], [4, 7]]",3131,"B,M",Finetune DialoGPT - Normal
5,1,2,", i",49,15,1,B,"44,46,49,54,59","[[44, 46, 49], [46, 49], [54, 59]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,2,"yeah ,",13,5,2,B,"8,13","[[8, 13]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,2,she was,19,3,3,B,"16,19","[[16, 19]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,2,", yeah",3,1,1,B,"2,3","[[2, 3]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,2,"was ,",13,1,1,B,"12,13","[[12, 13]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,2,understand that,49,3,1,B,"46,49","[[46, 49]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,2,home and,59,3,1,B,"56,59","[[56, 59]]",3131,"B,M",Finetune DialoGPT - Normal
12,4,1,and,7,79,2,B,"2,4,7,16,19,21,56,59,61,76,79,81","[[2, 4, 7], [4, 7], [16, 19, 21], [56, 59, 61], [76, 79, 81]]",3131,"B,M",Finetune DialoGPT - Normal
17,7,1,uh,7,85,3,B,"2,4,6,7,32,36,37,39,52,53,57,58,59,61,82,83,87","[[2, 4, 6, 7], [4, 6, 7], [6, 7], [32, 36, 37], [36, 37, 39], [52, 53, 57], [58, 59, 61], [82, 83, 87]]",3131,"B,M",Finetune DialoGPT - Normal
6,2,1,to,51,15,3,B,"46,51,54,56,59,61","[[46, 51], [54, 56, 59], [56, 59, 61]]",3131,"B,M",Finetune DialoGPT - Normal
12,4,1,i,49,37,2,B,"44,46,49,54,56,59,61,62,64,65,80,81","[[44, 46, 49], [46, 49], [54, 56, 59], [56, 59, 61], [62, 64, 65], [64, 65], [80, 81]]",3131,"B,M",Finetune DialoGPT - Normal
8,2,1,that,49,33,2,B,"46,49,51,52,54,57,78,79","[[46, 49, 51], [52, 54, 57], [54, 57], [78, 79]]",3131,"B,M",Finetune DialoGPT - Normal
13,1,1,a,7,65,2,B,"2,7,8,13,28,29,44,49,52,57,64,65,67","[[2, 7], [8, 13], [28, 29], [44, 49], [52, 57], [64, 65, 67]]",3131,"B,M",Finetune DialoGPT - Normal
12,2,1,yeah,3,93,1,B,"2,3,5,8,11,13,26,29,52,55,92,95","[[2, 3, 5], [8, 11, 13], [26, 29], [52, 55], [92, 95]]",3131,"B,M",Finetune DialoGPT - Normal
5,1,1,the,59,25,3,B,"54,56,59,76,79","[[54, 56, 59], [56, 59], [76, 79]]",3131,"B,M",Finetune DialoGPT - Normal
7,1,1,she,7,23,2,B,"2,4,7,16,19,22,25","[[2, 4, 7], [4, 7], [16, 19], [22, 25]]",3131,"B,M",Finetune DialoGPT - Normal
7,3,1,of,13,51,4,B,"8,10,12,13,17,56,59","[[8, 10, 12, 13], [10, 12, 13], [12, 13, 17], [56, 59]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,1,they,29,1,2,B,"28,29","[[28, 29]]",3131,"B,M",Finetune DialoGPT - Normal
6,2,1,was,13,11,4,B,"8,10,12,13,16,19","[[8, 10, 12, 13], [10, 12, 13], [12, 13], [16, 19]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,1,it's,61,5,2,B,"56,61","[[56, 61]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,1,got,79,1,5,B,"78,79","[[78, 79]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,1,well,85,1,5,B,"84,85","[[84, 85]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,1,is,57,5,2,B,"52,57","[[52, 57]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,1,just,7,5,1,B,"2,7","[[2, 7]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,1,house,79,1,5,B,"78,79","[[78, 79]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,1,my,61,5,3,B,"56,61","[[56, 61]]",3131,"B,M",Finetune DialoGPT - Normal
3,1,1,they're,81,3,3,B,"80,81,83","[[80, 81, 83]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,1,understand,49,3,2,B,"46,49","[[46, 49]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,1,good,7,5,1,B,"2,7","[[2, 7]]",3131,"B,M",Finetune DialoGPT - Normal
2,0,1,home,59,3,1,B,"56,59","[[56, 59]]",3131,"B,M",Finetune DialoGPT - Normal
3,1,1,she's,7,5,2,B,"2,4,7","[[2, 4, 7]]",3131,"B,M",Finetune DialoGPT - Normal
4,0,3,"and , uh",21,57,1,B,"16,21,68,73","[[16, 21], [68, 73]]",3152,"B,M",Finetune DialoGPT - Normal
5,1,2,yeah .,17,59,4,B,"12,16,17,68,71","[[12, 16, 17], [16, 17], [68, 71]]",3152,"B,M",Finetune DialoGPT - Normal
7,1,2,", i",15,67,1,B,"10,15,58,61,72,75,77","[[10, 15], [58, 61], [72, 75, 77]]",3152,"B,M",Finetune DialoGPT - Normal
4,0,2,"and ,",21,57,3,B,"16,21,68,73","[[16, 21], [68, 73]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,2,", and",15,5,1,B,"10,15","[[10, 15]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,2,"well ,",11,1,1,B,"10,11","[[10, 11]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,2,it was,75,1,5,B,"74,75","[[74, 75]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,2,", we",11,3,1,B,"8,11","[[8, 11]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,2,and i,15,5,1,B,"10,15","[[10, 15]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,2,"music ,",15,5,1,B,"10,15","[[10, 15]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,2,um .,79,3,1,B,"76,79","[[76, 79]]",3152,"B,M",Finetune DialoGPT - Normal
17,3,1,yeah,15,91,3,B,"12,15,16,17,19,24,25,26,28,29,56,61,68,71,73,100,103","[[12, 15, 16, 17], [16, 17, 19], [24, 25, 26, 28, 29], [26, 28, 29], [28, 29], [56, 61], [68, 71, 73], [100, 103]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,so,73,5,7,B,"68,73","[[68, 73]]",3152,"B,M",Finetune DialoGPT - Normal
5,1,1,to,11,95,3,B,"8,10,11,98,103","[[8, 10, 11], [10, 11], [98, 103]]",3152,"B,M",Finetune DialoGPT - Normal
4,0,1,really,23,13,1,B,"20,23,32,33","[[20, 23], [32, 33]]",3152,"B,M",Finetune DialoGPT - Normal
4,0,1,we,11,65,1,B,"8,11,68,73","[[8, 11], [68, 73]]",3152,"B,M",Finetune DialoGPT - Normal
4,0,1,well,11,63,1,B,"10,11,68,73","[[10, 11], [68, 73]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,in,103,5,2,B,"98,103","[[98, 103]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,my,103,5,8,B,"98,103","[[98, 103]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,he,103,5,2,B,"98,103","[[98, 103]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,not,11,1,1,B,"10,11","[[10, 11]]",3152,"B,M",Finetune DialoGPT - Normal
5,1,1,um,77,27,2,B,"76,77,79,98,103","[[76, 77, 79], [98, 103]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,what,39,1,3,B,"38,39","[[38, 39]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,do,11,3,1,B,"8,11","[[8, 11]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,music,15,5,1,B,"10,15","[[10, 15]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,was,75,1,5,B,"74,75","[[74, 75]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,did,73,5,1,B,"68,73","[[68, 73]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,one,103,5,1,B,"98,103","[[98, 103]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,1,your,73,5,1,B,"68,73","[[68, 73]]",3152,"B,M",Finetune DialoGPT - Normal
2,0,3,"well , i",37,3,1,B,"34,37","[[34, 37]]",3185,"B,M",Finetune DialoGPT - Normal
4,0,2,yeah .,21,55,1,B,"18,21,70,73","[[18, 21], [70, 73]]",3185,"B,M",Finetune DialoGPT - Normal
4,0,2,"yeah ,",45,21,1,B,"40,45,56,61","[[40, 45], [56, 61]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,2,", you",1,1,1,B,"0,1","[[0, 1]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,2,it gets,61,1,3,B,"60,61","[[60, 61]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,2,"it's ,",71,1,1,B,"70,71","[[70, 71]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,2,"okay ,",77,5,1,B,"72,77","[[72, 77]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,2,summer person,9,1,1,B,"8,9","[[8, 9]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,2,take our,61,3,1,B,"58,61","[[58, 61]]",3185,"B,M",Finetune DialoGPT - Normal
8,0,1,yeah,21,55,2,B,"18,21,40,45,56,61,70,73","[[18, 21], [40, 45], [56, 61], [70, 73]]",3185,"B,M",Finetune DialoGPT - Normal
5,1,1,like,5,37,1,B,"0,5,34,36,37","[[0, 5], [34, 36, 37], [36, 37]]",3185,"B,M",Finetune DialoGPT - Normal
6,0,1,that,5,53,1,B,"4,5,28,31,52,57","[[4, 5], [28, 31], [52, 57]]",3185,"B,M",Finetune DialoGPT - Normal
5,1,1,you,1,77,1,B,"0,1,74,76,77","[[0, 1], [74, 76, 77], [76, 77]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,1,in,57,3,2,B,"54,57","[[54, 57]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,1,okay,77,5,4,B,"72,77","[[72, 77]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,1,can,61,3,3,B,"58,61","[[58, 61]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,1,gets,61,1,3,B,"60,61","[[60, 61]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,1,summer,9,1,1,B,"8,9","[[8, 9]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,1,take,61,3,1,B,"58,61","[[58, 61]]",3185,"B,M",Finetune DialoGPT - Normal
2,0,2,", uh",5,5,1,B,"0,5","[[0, 5]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,2,"yeah ,",13,1,1,B,"12,13","[[12, 13]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,2,yeah .,13,5,1,B,"8,13","[[8, 13]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,2,"a ,",7,5,1,B,"2,7","[[2, 7]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,2,", yeah",31,1,1,B,"30,31","[[30, 31]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,2,i would,13,1,1,B,"12,13","[[12, 13]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,2,"well ,",5,5,1,B,"0,5","[[0, 5]]",3187,"B,M",Finetune DialoGPT - Normal
11,3,1,and,7,33,2,B,"2,7,20,24,25,26,29,30,32,33,35","[[2, 7], [20, 24, 25], [24, 25, 26, 29], [26, 29], [30, 32, 33, 35]]",3187,"B,M",Finetune DialoGPT - Normal
8,2,1,that,3,31,1,B,"2,3,5,7,20,25,30,33","[[2, 3, 5, 7], [20, 25], [30, 33]]",3187,"B,M",Finetune DialoGPT - Normal
5,1,1,to,29,9,2,B,"26,29,30,33,35","[[26, 29], [30, 33, 35]]",3187,"B,M",Finetune DialoGPT - Normal
4,0,1,uh,1,5,1,B,"0,1,4,5","[[0, 1, 4, 5], [4, 5]]",3187,"B,M",Finetune DialoGPT - Normal
6,0,1,a,7,25,2,B,"2,7,22,25,26,27","[[2, 7], [22, 25, 26, 27]]",3187,"B,M",Finetune DialoGPT - Normal
4,2,1,yeah,13,5,3,B,"8,10,12,13","[[8, 10, 12, 13], [10, 12, 13], [12, 13]]",3187,"B,M",Finetune DialoGPT - Normal
3,1,1,was,25,5,1,B,"20,22,25","[[20, 22, 25]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,just,25,1,1,B,"24,25","[[24, 25]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,the,35,5,5,B,"30,35","[[30, 35]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,be,27,1,2,B,"26,27","[[26, 27]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,but,7,5,1,B,"2,7","[[2, 7]]",3187,"B,M",Finetune DialoGPT - Normal
4,0,1,in,7,23,1,B,"2,7,20,25","[[2, 7], [20, 25]]",3187,"B,M",Finetune DialoGPT - Normal
4,2,1,nursing,5,7,2,B,"0,2,5,7","[[0, 2, 5], [2, 5, 7]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,right,35,5,4,B,"30,35","[[30, 35]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,we,7,5,2,B,"2,7","[[2, 7]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,home,29,3,3,B,"26,29","[[26, 29]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,think,5,1,1,B,"4,5","[[4, 5]]",3187,"B,M",Finetune DialoGPT - Normal
3,1,1,could,25,5,2,B,"20,22,25","[[20, 22, 25]]",3187,"B,M",Finetune DialoGPT - Normal
3,1,1,have,33,5,1,B,"30,33,35","[[30, 33, 35]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,well,5,5,1,B,"0,5","[[0, 5]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,would,13,1,1,B,"12,13","[[12, 13]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,an,25,3,1,B,"22,25","[[22, 25]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,apartment,25,3,1,B,"22,25","[[22, 25]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,important,13,1,1,B,"12,13","[[12, 13]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,living,25,3,1,B,"22,25","[[22, 25]]",3187,"B,M",Finetune DialoGPT - Normal
2,0,1,my,25,5,1,B,"20,25","[[20, 25]]",3187,"B,M",Finetune DialoGPT - Normal
4,0,2,", i",5,9,1,B,"4,5,12,13","[[4, 5], [12, 13]]",3202,"B,M",Finetune DialoGPT - Normal
2,0,2,", and",11,5,2,B,"6,11","[[6, 11]]",3202,"B,M",Finetune DialoGPT - Normal
2,0,2,"and ,",11,5,1,B,"6,11","[[6, 11]]",3202,"B,M",Finetune DialoGPT - Normal
2,0,2,i grew,5,1,1,B,"4,5","[[4, 5]]",3202,"B,M",Finetune DialoGPT - Normal
6,2,1,i,5,11,3,B,"0,2,4,5,6,11","[[0, 2, 4, 5], [2, 4, 5], [4, 5], [6, 11]]",3202,"B,M",Finetune DialoGPT - Normal
3,1,1,and,11,5,5,B,"6,8,11","[[6, 8, 11]]",3202,"B,M",Finetune DialoGPT - Normal
2,0,1,my,9,3,3,B,"6,9","[[6, 9]]",3202,"B,M",Finetune DialoGPT - Normal
2,0,1,it,5,5,1,B,"0,5","[[0, 5]]",3202,"B,M",Finetune DialoGPT - Normal
2,0,1,was,11,5,1,B,"6,11","[[6, 11]]",3202,"B,M",Finetune DialoGPT - Normal
2,0,1,of,5,3,1,B,"2,5","[[2, 5]]",3202,"B,M",Finetune DialoGPT - Normal
3,1,3,", uh ,",55,5,8,B,"50,52,55","[[50, 52, 55]]",3204,"B,M",Finetune DialoGPT - Normal
3,1,2,"uh ,",55,5,8,B,"50,52,55","[[50, 52, 55]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,2,right .,73,1,6,B,"72,73","[[72, 73]]",3204,"B,M",Finetune DialoGPT - Normal
3,1,2,i know,19,3,1,B,"16,18,19","[[16, 18, 19], [18, 19]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,2,uh-huh .,47,1,1,B,"46,47","[[46, 47]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,2,"well ,",77,1,1,B,"76,77","[[76, 77]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,2,"oh ,",61,5,2,B,"56,61","[[56, 61]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,2,nursing homes,55,5,1,B,"50,55","[[50, 55]]",3204,"B,M",Finetune DialoGPT - Normal
22,6,1,i,15,65,1,B,"10,15,16,17,18,19,24,26,27,29,31,36,37,38,39,48,50,51,55,70,72,75","[[10, 15], [16, 17, 18, 19], [18, 19], [24, 26, 27, 29], [26, 27, 29, 31], [36, 37, 38, 39], [38, 39], [48, 50, 51], [50, 51, 55], [70, 72, 75]]",3204,"B,M",Finetune DialoGPT - Normal
9,1,1,know,15,27,1,B,"10,15,16,17,18,19,21,36,37","[[10, 15], [16, 17, 18, 19, 21], [18, 19, 21], [36, 37]]",3204,"B,M",Finetune DialoGPT - Normal
7,1,1,that,29,49,3,B,"26,29,31,58,63,72,75","[[26, 29, 31], [58, 63], [72, 75]]",3204,"B,M",Finetune DialoGPT - Normal
4,0,1,you,21,63,1,B,"16,21,76,79","[[16, 21], [76, 79]]",3204,"B,M",Finetune DialoGPT - Normal
4,0,1,the,41,19,4,B,"36,41,50,55","[[36, 41], [50, 55]]",3204,"B,M",Finetune DialoGPT - Normal
4,0,1,of,31,39,2,B,"26,31,60,65","[[26, 31], [60, 65]]",3204,"B,M",Finetune DialoGPT - Normal
4,0,1,is,55,15,3,B,"50,55,62,65","[[50, 55], [62, 65]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,1,well,77,1,1,B,"76,77","[[76, 77]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,1,it,65,3,2,B,"62,65","[[62, 65]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,1,oh,61,5,2,B,"56,61","[[56, 61]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,1,would,75,3,4,B,"72,75","[[72, 75]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,1,homes,55,5,1,B,"50,55","[[50, 55]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,1,for,29,3,1,B,"26,29","[[26, 29]]",3204,"B,M",Finetune DialoGPT - Normal
2,0,2,", and",25,5,1,B,"20,25","[[20, 25]]",3207,"B,M",Finetune DialoGPT - Normal
