Freq.,Free Freq.,Size,Surface Form,Establishment turn,Spanning,Priming,First Speaker,Turns,Span Lists,Dialogue id,Speakers,Experiment
10,2,1,that's,25,59,2,A,"24,25,28,29,48,51,53,80,81,83","[[24, 25, 28, 29], [28, 29], [48, 51, 53], [80, 81, 83]]",2780,"A,M",Finetune DialoGPT - Normal
7,1,1,it,43,33,5,A,"42,43,47,62,63,70,75","[[42, 43, 47], [62, 63], [70, 75]]",2780,"A,M",Finetune DialoGPT - Normal
4,0,1,to,75,17,4,A,"72,75,88,89","[[72, 75], [88, 89]]",2780,"A,M",Finetune DialoGPT - Normal
2,0,1,right,69,5,1,A,"64,69","[[64, 69]]",2780,"A,M",Finetune DialoGPT - Normal
3,1,1,but,75,5,7,A,"74,75,79","[[74, 75, 79]]",2780,"A,M",Finetune DialoGPT - Normal
2,0,1,flag,47,1,3,A,"46,47","[[46, 47]]",2780,"A,M",Finetune DialoGPT - Normal
2,0,1,just,91,3,2,A,"88,91","[[88, 91]]",2780,"A,M",Finetune DialoGPT - Normal
2,0,1,do,63,5,1,A,"58,63","[[58, 63]]",2780,"A,M",Finetune DialoGPT - Normal
2,0,1,would,63,1,4,A,"62,63","[[62, 63]]",2780,"A,M",Finetune DialoGPT - Normal
2,0,1,no,67,5,2,A,"62,67","[[62, 67]]",2780,"A,M",Finetune DialoGPT - Normal
2,0,1,true,53,5,1,A,"48,53","[[48, 53]]",2780,"A,M",Finetune DialoGPT - Normal
3,1,3,", uh ,",29,5,6,A,"28,29,33","[[28, 29, 33]]",2782,"A,M",Finetune DialoGPT - Normal
4,0,2,", uh",29,5,3,A,"28,29,32,33","[[28, 29, 32, 33], [32, 33]]",2782,"A,M",Finetune DialoGPT - Normal
4,0,2,"uh ,",29,5,7,A,"28,29,30,33","[[28, 29, 30, 33], [30, 33]]",2782,"A,M",Finetune DialoGPT - Normal
2,0,2,"well ,",13,3,2,A,"10,13","[[10, 13]]",2782,"A,M",Finetune DialoGPT - Normal
2,0,2,"and ,",17,5,1,A,"12,17","[[12, 17]]",2782,"A,M",Finetune DialoGPT - Normal
2,0,2,", you",43,1,2,A,"42,43","[[42, 43]]",2782,"A,M",Finetune DialoGPT - Normal
2,0,2,"it ,",61,3,2,A,"58,61","[[58, 61]]",2782,"A,M",Finetune DialoGPT - Normal
2,0,2,"that ,",67,1,2,A,"66,67","[[66, 67]]",2782,"A,M",Finetune DialoGPT - Normal
14,0,1,and,17,69,4,A,"12,17,28,29,36,37,42,47,58,61,64,69,80,81","[[12, 17], [28, 29], [36, 37], [42, 47], [58, 61], [64, 69], [80, 81]]",2782,"A,M",Finetune DialoGPT - Normal
10,2,1,to,15,55,3,A,"10,12,15,42,43,47,54,55,64,65","[[10, 12, 15], [12, 15], [42, 43, 47], [54, 55], [64, 65]]",2782,"A,M",Finetune DialoGPT - Normal
10,2,1,uh,7,27,1,A,"6,7,9,10,15,28,29,30,32,33","[[6, 7, 9], [10, 15], [28, 29, 30, 32, 33], [30, 32, 33], [32, 33]]",2782,"A,M",Finetune DialoGPT - Normal
4,0,1,i,67,7,1,A,"66,67,70,73","[[66, 67], [70, 73]]",2782,"A,M",Finetune DialoGPT - Normal
5,1,1,that,15,61,4,A,"10,15,66,67,71","[[10, 15], [66, 67, 71]]",2782,"A,M",Finetune DialoGPT - Normal
7,1,1,you,43,29,4,A,"42,43,58,61,66,70,71","[[42, 43], [58, 61], [66, 70, 71], [70, 71]]",2782,"A,M",Finetune DialoGPT - Normal
8,2,1,a,33,43,3,A,"32,33,34,37,70,71,73,75","[[32, 33, 34, 37], [34, 37], [70, 71, 73, 75]]",2782,"A,M",Finetune DialoGPT - Normal
7,1,1,it,15,63,1,A,"12,15,58,61,70,71,75","[[12, 15], [58, 61], [70, 71, 75]]",2782,"A,M",Finetune DialoGPT - Normal
6,0,1,the,65,17,1,A,"64,65,66,71,80,81","[[64, 65], [66, 71], [80, 81]]",2782,"A,M",Finetune DialoGPT - Normal
2,0,1,well,13,3,2,A,"10,13","[[10, 13]]",2782,"A,M",Finetune DialoGPT - Normal
3,1,1,do,67,5,1,A,"66,67,71","[[66, 67, 71]]",2782,"A,M",Finetune DialoGPT - Normal
2,0,1,of,45,3,1,A,"42,45","[[42, 45]]",2782,"A,M",Finetune DialoGPT - Normal
2,0,1,that's,43,3,1,A,"40,43","[[40, 43]]",2782,"A,M",Finetune DialoGPT - Normal
3,1,1,was,73,5,2,A,"70,73,75","[[70, 73, 75]]",2782,"A,M",Finetune DialoGPT - Normal
2,0,1,but,47,1,2,A,"46,47","[[46, 47]]",2782,"A,M",Finetune DialoGPT - Normal
2,0,1,some,67,3,1,A,"64,67","[[64, 67]]",2782,"A,M",Finetune DialoGPT - Normal
2,0,1,then,71,1,1,A,"70,71","[[70, 71]]",2782,"A,M",Finetune DialoGPT - Normal
5,1,4,", you know ,",53,29,6,A,"50,53,55,78,79","[[50, 53, 55], [78, 79]]",2836,"A,M",Finetune DialoGPT - Normal
8,2,3,"you know ,",53,37,6,A,"50,53,55,78,79,82,85,87","[[50, 53, 55], [78, 79], [82, 85, 87]]",2836,"A,M",Finetune DialoGPT - Normal
5,1,3,", you know",53,29,6,A,"50,53,55,78,79","[[50, 53, 55], [78, 79]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,3,"uh , i",55,5,2,A,"50,55","[[50, 55]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,3,"and , and",89,5,2,A,"84,89","[[84, 89]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,3,". uh ,",53,3,1,A,"50,53","[[50, 53]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,3,"uh , and",89,1,1,A,"88,89","[[88, 89]]",2836,"A,M",Finetune DialoGPT - Normal
20,4,2,"uh ,",43,87,11,A,"42,43,47,48,49,50,53,54,55,57,59,88,89,90,91,93,126,127,128,129","[[42, 43, 47], [48, 49, 50, 53], [50, 53, 54, 55], [54, 55, 57, 59], [88, 89, 90, 91, 93], [90, 91, 93], [126, 127, 128, 129]]",2836,"A,M",Finetune DialoGPT - Normal
15,5,2,", you",53,51,6,A,"50,53,55,78,79,82,83,85,87,88,89,91,96,99,101","[[50, 53, 55], [78, 79, 82, 83], [82, 83, 85, 87], [88, 89, 91], [96, 99, 101]]",2836,"A,M",Finetune DialoGPT - Normal
11,3,2,you know,53,41,6,A,"50,53,55,78,79,82,85,87,88,89,91","[[50, 53, 55], [78, 79], [82, 85, 87], [88, 89, 91]]",2836,"A,M",Finetune DialoGPT - Normal
9,3,2,"know ,",53,37,6,A,"50,52,53,55,78,79,82,85,87","[[50, 52, 53, 55], [52, 53, 55], [78, 79], [82, 85, 87]]",2836,"A,M",Finetune DialoGPT - Normal
5,1,2,"and ,",85,17,7,A,"84,85,89,96,101","[[84, 85, 89], [96, 101]]",2836,"A,M",Finetune DialoGPT - Normal
6,0,2,", and",85,17,3,A,"84,85,88,89,96,101","[[84, 85, 88, 89], [88, 89], [96, 101]]",2836,"A,M",Finetune DialoGPT - Normal
5,1,2,", they",85,53,2,A,"84,85,134,135,137","[[84, 85], [134, 135, 137]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,2,", he",79,3,1,A,"76,79","[[76, 79]]",2836,"A,M",Finetune DialoGPT - Normal
24,8,1,you,53,73,3,A,"50,52,53,55,58,61,63,78,79,82,83,85,87,88,89,91,96,99,101,114,115,118,121,123","[[50, 52, 53, 55], [52, 53, 55], [58, 61, 63], [78, 79, 82, 83], [82, 83, 85, 87], [88, 89, 91], [96, 99, 101], [114, 115], [118, 121, 123]]",2836,"A,M",Finetune DialoGPT - Normal
15,3,1,and,49,75,1,A,"46,49,76,79,84,85,88,89,91,93,96,101,118,119,121","[[46, 49], [76, 79], [84, 85, 88, 89], [88, 89, 91, 93], [96, 101], [118, 119, 121]]",2836,"A,M",Finetune DialoGPT - Normal
17,5,1,know,19,75,1,A,"16,19,21,50,52,53,55,56,61,78,79,82,85,87,88,89,91","[[16, 19, 21], [50, 52, 53, 55], [52, 53, 55], [56, 61], [78, 79], [82, 85, 87], [88, 89, 91]]",2836,"A,M",Finetune DialoGPT - Normal
18,6,1,in,7,115,2,A,"4,6,7,9,11,50,53,55,58,63,84,85,96,97,101,114,115,119","[[4, 6, 7, 9], [6, 7, 9, 11], [50, 53, 55], [58, 63], [84, 85], [96, 97, 101], [114, 115, 119]]",2836,"A,M",Finetune DialoGPT - Normal
4,0,1,are,9,113,1,A,"6,9,114,119","[[6, 9], [114, 119]]",2836,"A,M",Finetune DialoGPT - Normal
8,2,1,is,7,47,1,A,"2,6,7,12,13,17,46,49","[[2, 6, 7], [6, 7], [12, 13, 17], [46, 49]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,1,right,85,5,1,A,"80,85","[[80, 85]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,1,do,83,1,2,A,"82,83","[[82, 83]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,1,from,119,5,5,A,"114,119","[[114, 119]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,1,they're,53,3,3,A,"50,53","[[50, 53]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,1,for,101,5,4,A,"96,101","[[96, 101]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,1,he,79,3,1,A,"76,79","[[76, 79]]",2836,"A,M",Finetune DialoGPT - Normal
3,1,1,neighborhood,97,5,3,A,"96,97,101","[[96, 97, 101]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,1,crimes,89,1,2,A,"88,89","[[88, 89]]",2836,"A,M",Finetune DialoGPT - Normal
2,0,4,", i don't know",113,5,3,A,"108,113","[[108, 113]]",2879,"A,M",Finetune DialoGPT - Normal
4,0,3,"you know ,",31,15,2,A,"26,31,38,41","[[26, 31], [38, 41]]",2879,"A,M",Finetune DialoGPT - Normal
3,1,3,i don't know,113,5,6,A,"108,110,113","[[108, 110, 113]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,3,", i don't",113,5,4,A,"108,113","[[108, 113]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,3,"yeah , i",113,5,1,A,"108,113","[[108, 113]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,3,". yeah ,",81,5,1,A,"76,81","[[76, 81]]",2879,"A,M",Finetune DialoGPT - Normal
5,1,2,", you",41,63,3,A,"36,41,96,97,99","[[36, 41], [96, 97, 99]]",2879,"A,M",Finetune DialoGPT - Normal
4,0,2,uh-huh .,21,81,3,A,"16,21,94,97","[[16, 21], [94, 97]]",2879,"A,M",Finetune DialoGPT - Normal
6,2,2,", and",41,33,3,A,"36,38,41,43,64,69","[[36, 38, 41], [38, 41, 43], [64, 69]]",2879,"A,M",Finetune DialoGPT - Normal
6,0,2,you know,31,81,2,A,"26,31,38,41,106,107","[[26, 31], [38, 41], [106, 107]]",2879,"A,M",Finetune DialoGPT - Normal
6,0,2,"yeah ,",41,75,2,A,"38,41,76,81,108,113","[[38, 41], [76, 81], [108, 113]]",2879,"A,M",Finetune DialoGPT - Normal
3,1,2,i don't,113,5,4,A,"108,110,113","[[108, 110, 113]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,2,i mean,97,1,2,A,"96,97","[[96, 97]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,2,"it ,",113,1,3,A,"112,113","[[112, 113]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,2,"just ,",97,1,1,A,"96,97","[[96, 97]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,2,it was,43,5,1,A,"38,43","[[38, 43]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,2,i'm not,107,3,2,A,"104,107","[[104, 107]]",2879,"A,M",Finetune DialoGPT - Normal
7,1,1,the,15,85,3,A,"12,15,26,27,29,96,97","[[12, 15], [26, 27, 29], [96, 97]]",2879,"A,M",Finetune DialoGPT - Normal
6,0,1,but,15,101,1,A,"12,15,72,77,110,113","[[12, 15], [72, 77], [110, 113]]",2879,"A,M",Finetune DialoGPT - Normal
6,0,1,it,29,87,2,A,"26,29,38,43,112,113","[[26, 29], [38, 43], [112, 113]]",2879,"A,M",Finetune DialoGPT - Normal
8,2,1,just,15,89,1,A,"12,15,36,38,41,96,97,101","[[12, 15], [36, 38, 41], [38, 41], [96, 97, 101]]",2879,"A,M",Finetune DialoGPT - Normal
3,1,1,don't,113,5,4,A,"108,110,113","[[108, 110, 113]]",2879,"A,M",Finetune DialoGPT - Normal
5,1,1,to,43,61,2,A,"38,43,96,97,99","[[38, 43], [96, 97, 99]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,1,think,97,5,6,A,"92,97","[[92, 97]]",2879,"A,M",Finetune DialoGPT - Normal
4,0,1,be,31,73,1,A,"26,31,96,99","[[26, 31], [96, 99]]",2879,"A,M",Finetune DialoGPT - Normal
5,1,1,it's,75,37,3,A,"70,75,104,106,107","[[70, 75], [104, 106, 107], [106, 107]]",2879,"A,M",Finetune DialoGPT - Normal
3,1,1,not,107,3,8,A,"104,106,107","[[104, 106, 107]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,1,have,27,5,1,A,"22,27","[[22, 27]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,1,was,43,5,2,A,"38,43","[[38, 43]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,1,i'm,107,3,1,A,"104,107","[[104, 107]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,1,because,41,3,2,A,"38,41","[[38, 41]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,1,right,51,5,2,A,"46,51","[[46, 51]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,1,something,97,1,3,A,"96,97","[[96, 97]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,1,sure,107,3,3,A,"104,107","[[104, 107]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,1,more,107,3,2,A,"104,107","[[104, 107]]",2879,"A,M",Finetune DialoGPT - Normal
2,0,1,go,97,1,1,A,"96,97","[[96, 97]]",2879,"A,M",Finetune DialoGPT - Normal
3,1,3,", uh ,",11,5,1,A,"8,11,13","[[8, 11, 13]]",2900,"A,M",Finetune DialoGPT - Normal
5,1,2,", uh",11,13,1,A,"8,11,13,20,21","[[8, 11, 13], [20, 21]]",2900,"A,M",Finetune DialoGPT - Normal
2,0,2,", i",11,5,1,A,"6,11","[[6, 11]]",2900,"A,M",Finetune DialoGPT - Normal
9,5,1,i,9,19,1,A,"6,8,9,11,13,20,21,23,25","[[6, 8, 9, 11], [8, 9, 11, 13], [20, 21, 23, 25]]",2900,"A,M",Finetune DialoGPT - Normal
7,1,1,uh,11,13,1,A,"8,11,12,13,15,20,21","[[8, 11, 12, 13], [12, 13, 15], [20, 21]]",2900,"A,M",Finetune DialoGPT - Normal
4,2,1,and,21,5,5,A,"20,21,23,25","[[20, 21, 23, 25]]",2900,"A,M",Finetune DialoGPT - Normal
2,0,1,that,13,5,1,A,"8,13","[[8, 13]]",2900,"A,M",Finetune DialoGPT - Normal
6,2,1,the,13,17,2,A,"8,13,20,21,23,25","[[8, 13], [20, 21, 23, 25]]",2900,"A,M",Finetune DialoGPT - Normal
2,0,1,a,11,5,1,A,"6,11","[[6, 11]]",2900,"A,M",Finetune DialoGPT - Normal
2,0,1,they're,25,5,1,A,"20,25","[[20, 25]]",2900,"A,M",Finetune DialoGPT - Normal
2,0,4,", i mean ,",121,5,2,A,"116,121","[[116, 121]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,4,", you know .",175,1,3,A,"174,175","[[174, 175]]",2921,"A,M",Finetune DialoGPT - Normal
9,1,3,", uh ,",27,151,1,A,"24,26,27,86,91,128,131,174,175","[[24, 26, 27], [26, 27], [86, 91], [128, 131], [174, 175]]",2921,"A,M",Finetune DialoGPT - Normal
3,1,3,", you know",175,3,3,A,"174,175,177","[[174, 175, 177]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,3,"you know ,",177,3,3,A,"174,177","[[174, 177]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,3,", i mean",121,5,3,A,"116,121","[[116, 121]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,3,", well ,",87,1,1,A,"86,87","[[86, 87]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,3,", yeah ,",97,3,1,A,"94,97","[[94, 97]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,3,"i mean ,",121,5,2,A,"116,121","[[116, 121]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,3,you know .,175,1,4,A,"174,175","[[174, 175]]",2921,"A,M",Finetune DialoGPT - Normal
21,3,2,"uh ,",27,159,1,A,"24,26,27,44,45,47,50,51,74,77,86,91,128,131,158,159,163,174,175,178,183","[[24, 26, 27], [26, 27], [44, 45, 47], [50, 51], [74, 77], [86, 91], [128, 131], [158, 159, 163], [174, 175], [178, 183]]",2921,"A,M",Finetune DialoGPT - Normal
14,2,2,", uh",27,151,1,A,"24,26,27,30,33,50,51,86,91,128,130,131,174,175","[[24, 26, 27], [26, 27], [30, 33], [50, 51], [86, 91], [128, 130, 131], [130, 131], [174, 175]]",2921,"A,M",Finetune DialoGPT - Normal
3,1,2,"oh ,",161,5,3,A,"156,160,161","[[156, 160, 161]]",2921,"A,M",Finetune DialoGPT - Normal
8,0,2,", yeah",47,121,1,A,"42,47,68,69,94,97,160,163","[[42, 47], [68, 69], [94, 97], [160, 163]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,2,"well ,",87,1,1,A,"86,87","[[86, 87]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,2,", well",87,1,2,A,"86,87","[[86, 87]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,2,i mean,121,5,4,A,"116,121","[[116, 121]]",2921,"A,M",Finetune DialoGPT - Normal
3,1,2,", that's",45,3,4,A,"44,45,47","[[44, 45, 47]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,2,"and ,",131,1,1,A,"130,131","[[130, 131]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,2,and it's,69,1,3,A,"68,69","[[68, 69]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,2,know .,175,1,1,A,"174,175","[[174, 175]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,2,you have,99,5,3,A,"94,99","[[94, 99]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,2,. i,69,1,1,A,"68,69","[[68, 69]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,2,"here ,",177,3,3,A,"174,177","[[174, 177]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,2,of the,159,1,1,A,"158,159","[[158, 159]]",2921,"A,M",Finetune DialoGPT - Normal
30,6,1,uh,27,159,1,A,"24,26,27,30,33,36,37,39,40,41,43,44,45,47,50,51,74,77,86,91,128,130,131,158,159,163,174,175,178,183","[[24, 26, 27], [26, 27], [30, 33], [36, 37, 39, 40, 41], [40, 41, 43, 44, 45], [44, 45, 47], [50, 51], [74, 77], [86, 91], [128, 130, 131], [130, 131], [158, 159, 163], [174, 175], [178, 183]]",2921,"A,M",Finetune DialoGPT - Normal
18,2,1,and,9,187,1,A,"6,9,68,69,94,97,112,117,130,131,133,162,163,166,167,169,192,193","[[6, 9], [68, 69], [94, 97], [112, 117], [130, 131, 133], [162, 163, 166, 167], [166, 167, 169], [192, 193]]",2921,"A,M",Finetune DialoGPT - Normal
10,2,1,you,53,127,4,A,"50,53,94,97,99,152,157,174,175,177","[[50, 53], [94, 97, 99], [152, 157], [174, 175, 177]]",2921,"A,M",Finetune DialoGPT - Normal
9,1,1,that,55,119,3,A,"50,55,104,106,107,122,123,164,169","[[50, 55], [104, 106, 107], [106, 107], [122, 123], [164, 169]]",2921,"A,M",Finetune DialoGPT - Normal
7,1,1,the,31,149,1,A,"30,31,158,159,163,174,179","[[30, 31], [158, 159, 163], [174, 179]]",2921,"A,M",Finetune DialoGPT - Normal
14,2,1,that's,19,169,1,A,"16,19,21,44,45,46,47,104,107,109,116,117,184,185","[[16, 19, 21], [44, 45, 46, 47], [46, 47], [104, 107, 109], [116, 117], [184, 185]]",2921,"A,M",Finetune DialoGPT - Normal
7,1,1,to,73,125,2,A,"68,73,86,89,91,192,193","[[68, 73], [86, 89, 91], [192, 193]]",2921,"A,M",Finetune DialoGPT - Normal
3,1,1,um,135,5,14,A,"134,135,139","[[134, 135, 139]]",2921,"A,M",Finetune DialoGPT - Normal
6,0,1,well,19,79,2,A,"16,19,86,87,90,95","[[16, 19], [86, 87], [90, 95]]",2921,"A,M",Finetune DialoGPT - Normal
5,1,1,like,97,91,2,A,"94,97,180,183,185","[[94, 97], [180, 183, 185]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,about,131,3,3,A,"128,131","[[128, 131]]",2921,"A,M",Finetune DialoGPT - Normal
5,1,1,right,125,63,1,A,"122,125,127,182,185","[[122, 125, 127], [182, 185]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,so,167,5,1,A,"162,167","[[162, 167]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,they,141,1,5,A,"140,141","[[140, 141]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,house,117,1,1,A,"116,117","[[116, 117]]",2921,"A,M",Finetune DialoGPT - Normal
3,1,1,do,89,3,1,A,"88,89,91","[[88, 89, 91]]",2921,"A,M",Finetune DialoGPT - Normal
4,0,1,now,147,21,5,A,"142,147,162,163","[[142, 147], [162, 163]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,okay,19,5,2,A,"14,19","[[14, 19]]",2921,"A,M",Finetune DialoGPT - Normal
3,1,1,here,177,5,3,A,"174,177,179","[[174, 177, 179]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,my,87,3,3,A,"84,87","[[84, 87]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,an,77,3,1,A,"74,77","[[74, 77]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,from,9,5,1,A,"4,9","[[4, 9]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,on,177,3,2,A,"174,177","[[174, 177]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,got,117,5,2,A,"112,117","[[112, 117]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,two,113,5,2,A,"108,113","[[108, 113]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,1,see,159,3,1,A,"156,159","[[156, 159]]",2921,"A,M",Finetune DialoGPT - Normal
2,0,4,", you know ,",61,3,6,A,"58,61","[[58, 61]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,3,"you know ,",61,3,6,A,"58,61","[[58, 61]]",2935,"A,M",Finetune DialoGPT - Normal
5,1,2,", you",33,31,5,A,"30,32,33,58,61","[[30, 32, 33], [32, 33], [58, 61]]",2935,"A,M",Finetune DialoGPT - Normal
5,1,2,"and ,",33,31,3,A,"30,32,33,58,61","[[30, 32, 33], [32, 33], [58, 61]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,2,"know ,",61,3,6,A,"58,61","[[58, 61]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,2,", i",33,1,3,A,"32,33","[[32, 33]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,2,", it",59,1,1,A,"58,59","[[58, 59]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,2,"oh ,",53,5,1,A,"48,53","[[48, 53]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,2,", but",61,3,1,A,"58,61","[[58, 61]]",2935,"A,M",Finetune DialoGPT - Normal
7,1,1,you,31,31,6,A,"30,31,32,33,58,59,61","[[30, 31, 32, 33], [32, 33], [58, 59, 61]]",2935,"A,M",Finetune DialoGPT - Normal
4,0,1,i,21,15,2,A,"18,21,32,33","[[18, 21], [32, 33]]",2935,"A,M",Finetune DialoGPT - Normal
4,0,1,oh,31,27,1,A,"26,31,48,53","[[26, 31], [48, 53]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,1,but,61,3,4,A,"58,61","[[58, 61]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,1,know,61,3,6,A,"58,61","[[58, 61]]",2935,"A,M",Finetune DialoGPT - Normal
3,1,1,a,33,3,4,A,"30,32,33","[[30, 32, 33]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,1,it's,61,3,2,A,"58,61","[[58, 61]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,1,got,59,1,3,A,"58,59","[[58, 59]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,1,do,67,3,1,A,"64,67","[[64, 67]]",2935,"A,M",Finetune DialoGPT - Normal
2,0,2,", that's",49,5,1,A,"44,49","[[44, 49]]",2994,"A,M",Finetune DialoGPT - Normal
5,1,1,you,27,29,6,A,"24,27,29,48,53","[[24, 27, 29], [48, 53]]",2994,"A,M",Finetune DialoGPT - Normal
3,1,1,to,49,5,12,A,"48,49,53","[[48, 49, 53]]",2994,"A,M",Finetune DialoGPT - Normal
5,1,1,that,25,13,4,A,"22,25,30,31,35","[[22, 25], [30, 31, 35]]",2994,"A,M",Finetune DialoGPT - Normal
2,0,1,a,25,3,3,A,"22,25","[[22, 25]]",2994,"A,M",Finetune DialoGPT - Normal
2,0,1,and,29,5,3,A,"24,29","[[24, 29]]",2994,"A,M",Finetune DialoGPT - Normal
2,0,1,it,53,5,1,A,"48,53","[[48, 53]]",2994,"A,M",Finetune DialoGPT - Normal
2,0,1,of,11,1,1,A,"10,11","[[10, 11]]",2994,"A,M",Finetune DialoGPT - Normal
2,0,1,take,11,1,4,A,"10,11","[[10, 11]]",2994,"A,M",Finetune DialoGPT - Normal
4,0,1,good,31,17,2,A,"30,31,42,47","[[30, 31], [42, 47]]",2994,"A,M",Finetune DialoGPT - Normal
4,2,1,that's,45,7,1,A,"42,44,45,49","[[42, 44, 45], [44, 45, 49]]",2994,"A,M",Finetune DialoGPT - Normal
2,0,1,do,15,1,1,A,"14,15","[[14, 15]]",2994,"A,M",Finetune DialoGPT - Normal
2,0,2,uh-huh .,55,3,4,A,"52,55","[[52, 55]]",3007,"A,M",Finetune DialoGPT - Normal
2,0,1,really,57,1,1,A,"56,57","[[56, 57]]",3007,"A,M",Finetune DialoGPT - Normal
6,0,3,", uh ,",65,47,1,A,"60,65,80,81,106,107","[[60, 65], [80, 81], [106, 107]]",3014,"A,M",Finetune DialoGPT - Normal
10,2,2,", uh",27,85,1,A,"22,26,27,60,65,76,80,81,106,107","[[22, 26, 27], [26, 27], [60, 65], [76, 80, 81], [80, 81], [106, 107]]",3014,"A,M",Finetune DialoGPT - Normal
7,1,2,"uh ,",65,47,1,A,"60,64,65,80,81,106,107","[[60, 64, 65], [64, 65], [80, 81], [106, 107]]",3014,"A,M",Finetune DialoGPT - Normal
4,0,2,uh-huh .,73,33,12,A,"68,73,96,101","[[68, 73], [96, 101]]",3014,"A,M",Finetune DialoGPT - Normal
3,1,2,yeah .,87,5,1,A,"82,84,87","[[82, 84, 87]]",3014,"A,M",Finetune DialoGPT - Normal
2,0,2,listen to,121,5,1,A,"116,121","[[116, 121]]",3014,"A,M",Finetune DialoGPT - Normal
10,2,1,i,5,107,2,A,"4,5,24,28,29,70,71,75,106,111","[[4, 5], [24, 28, 29], [28, 29], [70, 71, 75], [106, 111]]",3014,"A,M",Finetune DialoGPT - Normal
11,3,1,uh,27,85,1,A,"22,26,27,60,64,65,76,80,81,106,107","[[22, 26, 27], [26, 27], [60, 64, 65], [64, 65], [76, 80, 81], [80, 81], [106, 107]]",3014,"A,M",Finetune DialoGPT - Normal
6,0,1,and,85,31,1,A,"80,85,100,101,106,111","[[80, 85], [100, 101], [106, 111]]",3014,"A,M",Finetune DialoGPT - Normal
